product_id,product_name,product_brand,gender,price(INR),color,season,rating,category,stock_status,sub_category
10013655,PARFAIT Plus Size Women Navy Blue  White Solid Low-Rise Bikini Brief PP303,PARFAIT,Women,499,Blue,fall,7.1,Clothing,Low Stock,Other
10012821,SEJ by Nisha Gupta Set of 6 Yellow & Blue Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,Blue,fall,7.9,Clothing,Low Stock,Other
10006073,ID Men Brown Leather Loafers,ID,Men,1218, Brown,fall,4.2,Clothing,Out of Stock,Other
10013491,PARFAIT Plus Size Red Solid Underwired Lightly Padded T-shirt Bra P5391,PARFAIT,Women,1609, Red,summer,9.8,Clothing,In Stock,Shirt
10009773,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Mildly Distressed Stretchable Cropped Jeans,SPYKAR,Women,1214,Blue,spring,6.3,Clothing,Low Stock,Jeans
10009643,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,SPYKAR,Women,899,Blue,spring,6.2,Clothing,Low Stock,Jeans
10015831,Raymond Men Blue Regular Fit Self Design Formal Shirt,Raymond,Men,1154,Blue,spring,8.4,Clothing,In Stock,Shirt
10014675,BuckleUp Women Multicoloured Printed Belt,BuckleUp,Women,449, Red,all season,6.6,Accessories,Low Stock,Belt
10012761,Peter England Men Black Briefs PIWBK9146012,Peter England,Men,266, Black,fall,6.7,Clothing,Low Stock,Other
10001887,AIGNER Men Platinum Eau De Toilette Perfume 100 ml,AIGNER,Men,3640, Platinum,fall,7.8,Clothing,Low Stock,Other
10003179,Gini and Jony Girls Blue Solid Jacket,Gini and Jony,Girls,1189,Blue,winter,5.8,Outerwear,Low Stock,Jacket
10003821,Homesake Gold-Toned Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1836, Gold,fall,4.7,Clothing,Out of Stock,Other
10017017,Campus Sutra Men Black Solid Round Neck Faux Leather T-shirt,Campus Sutra,Men,699, Black,summer,4.5,Clothing,Out of Stock,Shirt
10012721,MIAH Decor Set of 3 Blue & Off-White Handpainted Kitchen Storage Jars with Lids,MIAH Decor,Unisex,3116,Blue,fall,4.7,Clothing,Out of Stock,Other
10003341,Gini and Jony Girls Peach-Coloured Floral Embroidered Fit & Flare Dress,Gini and Jony,Girls,1484, Red,fall,4.5,Clothing,Out of Stock,Other
10013417,SEJ by Nisha Gupta Blue & Green Printed Wooden Open Dry Bin,SEJ by Nisha Gupta,Unisex,999,Blue,fall,5.5,Clothing,Low Stock,Other
10017923,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,859,Blue,spring,5.1,Clothing,Low Stock,Shirt
10013665,PARFAIT Plus Size Black Lace Non-Wired Non Padded Everyday Bra P5482,PARFAIT,Women,1679, Red,fall,4.7,Clothing,Out of Stock,Other
10017595,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,939,Blue,spring,4.8,Clothing,Out of Stock,Shirt
10000805,Lady Lyka Women Pack of 2 Beginners Bras TEENAGER-WHT-BLK,Lady Lyka,Women,425,Pink,fall,5.2,Clothing,Low Stock,Other
10012769,SEJ by Nisha Gupta Set of 4 Multicoloured Printed Table Placemats,SEJ by Nisha Gupta,Unisex,799, Red,fall,4.7,Clothing,Out of Stock,Other
10007835,her by invictus Women Red Cushioned Loafers,her by invictus,Women,1299, Red,fall,8.9,Clothing,In Stock,Other
10012881,JEWEL JUNCTION Gold-Toned & Black Round Cufflinks,JEWEL JUNCTION,Men,539, Black,fall,6.3,Clothing,Low Stock,Other
10013617,PARFAIT Plus Size Black Solid Non-Wired Non Padded Sports Bra P5542,PARFAIT,Women,1749, Red,fall,9.5,Clothing,In Stock,Other
10007811,her by invictus Women Tan Brown Cushioned Slip-on Shoes,her by invictus,Women,949, Brown,fall,5.8,Footwear,Low Stock,Other
10017427,DKNY Unisex Black Medium Trolley Bag,DKNY,Unisex,13320, Black,all season,5.4,Accessories,Low Stock,Bag
10017899,Parx Men Yellow & Off-White Slim Fit Checked Casual Shirt,Parx,Men,647, Yellow,spring,4.1,Clothing,Out of Stock,Shirt
10017369,Story@home Mauve & Grey Geometric 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers,Story@home,Unisex,1799, Grey,fall,9.5,Clothing,In Stock,Other
10017671,Parx Men Blue & Off-White Slim Fit Printed Casual Shirt,Parx,Men,779,Blue,spring,8.9,Clothing,In Stock,Shirt
10007595,her by invictus Women Green Cushioned Slip-Ons,her by invictus,Women,1999, Green,fall,9,Clothing,In Stock,Other
10004343,Park Avenue Women Blue Skinny Fit Mid-Rise Clean Look Jeans,Park Avenue,Women,569,Blue,spring,5.6,Clothing,Low Stock,Jeans
10007683,Roadster Women Black Textured Open Toe Flats,Roadster,Women,1699, Red,fall,9,Clothing,In Stock,Other
10007801,her by invictus Women Black Textured Cushioned Flats,her by invictus,Women,944, Red,fall,5.9,Clothing,Low Stock,Other
10002181,U.S. Polo Assn. Denim Co. Men Navy Blue Solid Bomber Jacket,U.S. Polo Assn. Denim Co.,Men,3499,Blue,winter,8.7,Outerwear,In Stock,Jacket
10012783,SEJ by Nisha Gupta Set of 6 Pink Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899, Pink,fall,6.5,Clothing,Low Stock,Other
10003387,Gini and Jony Girls Navy Blue Washed Denim Jacket,Gini and Jony,Girls,1329,Blue,winter,8.4,Outerwear,In Stock,Jacket
10004053,Sweet Dreams Men Navy Blue Solid Straight-Fit Trackpants,Sweet Dreams,Men,699,Blue,fall,6.4,Clothing,Low Stock,Other
10017211,Kazo Women Yellow Floral Print Shirt Dress,Kazo,Women,1345, Yellow,spring,9.9,Clothing,In Stock,Shirt
10003299,Gini and Jony Boys Red & Grey Melange Solid Varsity Jacket with Applique Detail,Gini and Jony,Boys,649, Red,winter,4.6,Outerwear,Out of Stock,Jacket
10013569,PARFAIT Plus Size Beige Solid Underwired Lightly Padded Plunge Bra 2801,PARFAIT,Women,1189, Red,fall,7.9,Clothing,Low Stock,Other
10017835,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,839,Blue,spring,5.5,Clothing,Low Stock,Shirt
10017771,Parx Men Black & Red Slim Fit Checked Casual Shirt,Parx,Men,577, Red,spring,9.2,Clothing,In Stock,Shirt
10006019,ID Men Tan Brown Formal Leather Oxfords,ID,Men,1432, Brown,fall,9.3,Clothing,In Stock,Other
10002825,Stylo Bug Girls Turquoise Blue A-Line Dress,Stylo Bug,Girls,698,Blue,fall,8.1,Clothing,In Stock,Other
10013703,PARFAIT Plus Size Women Black  Red Printed Lace Detail Hipster Brief 2805,PARFAIT,Women,899, Red,fall,8,Clothing,In Stock,Other
10012713,MIAH Decor Set Of 5 Handcrafted Ceramic Kulladhs,MIAH Decor,Unisex,865,Pink,fall,6.4,Clothing,Low Stock,Other
10012875,JEWEL JUNCTION Gold-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539, Gold,fall,5.8,Clothing,Low Stock,Other
10015997,Tokyo Talkies Women Black & Red Floral Print Fit and Flare Dress,Tokyo Talkies,Women,499, Red,fall,5.8,Clothing,Low Stock,Other
10012771,SEJ by Nisha Gupta Set of 6 Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,Maroon,fall,6.5,Clothing,Low Stock,Other
10013055,Sera Women Black Printed Loose Fit Regular Shorts,Sera,Women,547, Black,summer,9.4,Clothing,In Stock,Shorts
10003213,Gini and Jony Boys Black & Grey Embroidered Regular Fit Shorts,Gini and Jony,Boys,839, Red,summer,7,Clothing,Low Stock,Shorts
10014775,AccessHer Gold-Plated & Black Multistrand Head Chain,AccessHer,Women,559, Black,fall,7.6,Clothing,Low Stock,Other
10002337,Bvlgari Women Splendida Iris D'Or Eau De Parfum 100 ml,Bvlgari,Women,10950,Green,fall,6.5,Clothing,Low Stock,Other
1000745,ahilya Sterling Silver Statement Ring,ahilya,Women,3875, Silver,fall,5.2,Clothing,Low Stock,Other
10009685,SPYKAR Women Blue Alexa Super Skinny Fit High-Rise Clean Look Stretchable Cropped Jeans,SPYKAR,Women,1214,Blue,spring,9.8,Clothing,In Stock,Jeans
10012429,FIDO DIDO Men Grey & Black Printed Colourblocked Polo Collar T-shirt,FIDO DIDO,Men,599, Black,summer,5.8,Clothing,Low Stock,Shirt
10017723,Parx Men Pink Slim Fit Solid Casual Shirt,Parx,Men,739, Pink,spring,7.7,Clothing,Low Stock,Shirt
10017855,Parx Men Navy Blue Slim Fit Printed Casual Shirt,Parx,Men,739,Blue,spring,9,Clothing,In Stock,Shirt
10013025,Sera Women White Self Design Top,Sera,Women,714, White,fall,7.2,Clothing,Low Stock,Other
10001211,Bvlgari Women Omnia Crystalline Eau De Toilette 40 ml,Bvlgari,Women,5650,Black,fall,6.7,Clothing,Low Stock,Other
10006003,ID Men Grey Solid Thong Flip-Flops,ID,Men,1685, Grey,fall,9,Clothing,In Stock,Other
10012841,JEWEL JUNCTION Silver-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539, Silver,fall,7.4,Clothing,Low Stock,Other
10017423,DKNY Unisex Gold & White Printed Cabin Trolley Bag,DKNY,Unisex,14400, White,all season,7.3,Accessories,Low Stock,Bag
10000599,Parx Men Khaki Slim Fit Solid Regular Trousers,Parx,Men,839, Khaki,spring,5.7,Clothing,Low Stock,Trousers
10002809,Qraa Men Pack of 2 Face And Beard Wash 100gm each,Qraa Men,Men,336,Beige,fall,7.6,Clothing,Low Stock,Other
10013641,PARFAIT Plus Size Blue Lace Underwired Lightly Padded Plunge Bra P5351,PARFAIT,Women,1749,Blue,fall,8.5,Clothing,In Stock,Other
10000657,Lady Lyka Women Peach and Burgundy Pack of 2 Everyday Bras ENTIZER-11-PCH-WHN,Lady Lyka,Women,510, Burgundy,fall,8.6,Clothing,In Stock,Other
10005937,Difference of Opinion Men Olive Green Printed Round Neck T-shirt,Difference of Opinion,Men,499, Green,summer,8,Clothing,In Stock,Shirt
10001573,Michael Kors Women Eau de Toilette 50 ml,Michael Kors,Women,5715,Beige,fall,8.5,Clothing,In Stock,Other
10003809,Homesake Gold-Toned & White Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1732, White,fall,8.6,Clothing,In Stock,Other
10006069,ID Men Black Leather Formal Derbys,ID,Men,1627, Black,fall,4.9,Clothing,Out of Stock,Other
10017501,Soie Brown Underwired Non Padded full coverage Everyday Bra FB-610CRIMSON,Soie,Women,693, Red,fall,9.1,Clothing,In Stock,Other
10002079,GAS Women Navy Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,GAS,Women,3595,Blue,spring,6.4,Clothing,Low Stock,Jeans
10003807,Homesake Gold-Toned & Navy Blue Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1890,Blue,fall,8.8,Clothing,In Stock,Other
10004165,HIGHLANDER Men Navy Blue & Grey Slim Fit Striped Regular Trousers,HIGHLANDER,Men,1299,Blue,spring,7.1,Clothing,Low Stock,Trousers
10013269,WITH Men Black Slim Fit Solid Casual Shirt,WITH,Men,684, Black,spring,8.2,Clothing,In Stock,Shirt
10006075,ID Men Black Leather Formal Derbys,ID,Men,2685, Black,fall,9.7,Clothing,In Stock,Other
10009637,SPYKAR Women White Alexa Super Skinny Fit High-Rise Clean Look Stretchable Ankle Jeans,SPYKAR,Women,1999, White,spring,6.8,Clothing,Low Stock,Jeans
10017093,ZUSH Plus Size Women Black Regular Fit Mid-Rise Clean Look Jeans,ZUSH,Women,1299, Black,spring,4.8,Clothing,Out of Stock,Jeans
10017355,Story@home Mustard Floral 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers,Story@home,Unisex,1199, Mustard,fall,4.9,Clothing,Out of Stock,Other
10017447,DKNY Unisex Gold & White Printed Large Trolley Bag,DKNY,Unisex,16225, White,all season,9.2,Accessories,In Stock,Bag
10017013,Campus Sutra Men Green & Navy Blue Regular Fit Checked Casual Shirt,Campus Sutra,Men,511,Blue,spring,9.6,Clothing,In Stock,Shirt
10017053,Campus Sutra Men Navy & Grey Melange Standard Regular Fit Colourblocked Casual Shirt,Campus Sutra,Men,1299, Grey,spring,9.8,Clothing,In Stock,Shirt
10017599,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,699,Blue,spring,9.7,Clothing,In Stock,Shirt
10002785,JBN Creation Boys Maroon & Brown Sherwani Set,JBN Creation,Boys,1154, Brown,fall,7.4,Clothing,Low Stock,Other
1000905,U.S. Polo Assn. Kids Boys Navy Hooded Sweatshirt,U.S. Polo Assn. Kids,Boys,1234, Navy,spring,4.7,Clothing,Out of Stock,Shirt
10001445,Bvlgari Women Omnia Paraiba Eau De Toilette Perfume 65 ml,Bvlgari,Women,7000,Black,fall,8.4,Clothing,In Stock,Other
10013603,PARFAIT Plus Size Black Solid Underwired Lightly Padded Everyday Bra P5011,PARFAIT,Women,1819, Red,fall,6.8,Clothing,Low Stock,Other
10013585,PARFAIT Plus Size Beige Self Design Underwired Non Padded Minimizer Bra P5272,PARFAIT,Women,1749, Red,fall,4.3,Clothing,Out of Stock,Other
10012865,JEWEL JUNCTION Silver-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539, Silver,fall,4.1,Clothing,Out of Stock,Other
10017417,DKNY Unisex Black Large Trolley Bag,DKNY,Unisex,13995, Black,all season,7.5,Accessories,Low Stock,Bag
1001423,DressBerry Off-White Sequinned Top,DressBerry,Women,699, White,fall,9.5,Clothing,In Stock,Other
10017719,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,734,Blue,spring,6.9,Clothing,Low Stock,Shirt
10014659,BuckleUp Women Blue Textured Belt,BuckleUp,Women,449,Blue,all season,8.7,Accessories,In Stock,Belt
10003183,Gini and Jony Boys Black & White Regular Fit Printed Trousers,Gini and Jony,Boys,1049, Black,spring,7.6,Clothing,Low Stock,Trousers
10013567,PARFAIT Plus Size Women Lavender Lace Boy Shorts 2805,PARFAIT,Women,899, Lavender,summer,6.5,Clothing,Low Stock,Shorts
10001975,Bvlgari Goldea Women The Roman Night Eau De Parfum 75 ml,Bvlgari,Women,9750, Gold,fall,6.5,Clothing,Low Stock,Other
10017747,Parx Men Maroon Slim Fit Printed Casual Shirt,Parx,Men,717, Maroon,spring,7.4,Clothing,Low Stock,Shirt
10015929,ColorPlus Men Blue Regular Fit Checked Formal Trousers,ColorPlus,Men,1199,Blue,spring,5.3,Clothing,Low Stock,Trousers
10017913,Parx Men Off-White & Blue Slim Fit Printed Casual Shirt,Parx,Men,764,Blue,spring,9,Clothing,In Stock,Shirt
10004129,HIGHLANDER Men Grey Slim Fit Self Design Regular Trousers,HIGHLANDER,Men,1299, Grey,spring,4.7,Clothing,Out of Stock,Trousers
10012919,Parx Men Beige Slim Fit Solid Regular Trousers,Parx,Men,919, Beige,spring,8.1,Clothing,In Stock,Trousers
10015983,Tokyo Talkies Women Green Solid Top,Tokyo Talkies,Women,699, Green,fall,4.9,Clothing,Out of Stock,Other
10014677,BuckleUp Women Tan Textured Belt,BuckleUp,Women,449, Red,all season,5,Accessories,Low Stock,Belt
10009715,SPYKAR Women Black Alexa Super Skinny Fit High-Rise Clean Look Stretchable Jeans,SPYKAR,Women,1999, Black,spring,5.6,Clothing,Low Stock,Jeans
10012733,MIAH Decor Set Of 2 Ceramic Bowls,MIAH Decor,Unisex,989,Beige,fall,7.6,Clothing,Low Stock,Other
10012349,Lakme Absolute Matte Melt Liquid Lip Color - 21 Mauve Mix 6 ml,Lakme,Women,400, Matte,fall,4.8,Clothing,Out of Stock,Other
10017079,Campus Sutra Men Blue & White Ombre-Dyed Henley Neck T-shirt,Campus Sutra,Men,699,Blue,summer,6.7,Clothing,Low Stock,Shirt
10002675,Allen Solly Woman Women White Printed Top,Allen Solly Woman,Women,740, White,fall,6.6,Clothing,Low Stock,Other
10003177,Palm Tree Girls Pink Solid Bomber Jacket,Palm Tree,Girls,1499, Pink,winter,4.8,Outerwear,Out of Stock,Jacket
10013677,PARFAIT Plus Size Purple  Pink Lace Underwired Lightly Padded T-shirt Bra P5581,PARFAIT,Women,1189, Red,summer,6.1,Clothing,Low Stock,Shirt
1001774,Arrow Taupe Tapered Fit Formal Trousers,Arrow,Men,1169, Red,spring,4.5,Clothing,Out of Stock,Trousers
10012959,JEWEL JUNCTION Silver-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539, Silver,fall,8.7,Clothing,In Stock,Other
10005885,Difference of Opinion Men Mustard Yellow Solid Round Neck T-shirt with Printed Detailing,Difference of Opinion,Men,499, Yellow,summer,9.9,Clothing,In Stock,Shirt
10012497,AccessHer Women Gold-Plated & White Kundan-Studded Flower-Shaped Nosepin,AccessHer,Women,267, White,fall,7.6,Clothing,Low Stock,Other
10004169,HIGHLANDER Men Grey & Black Striped Round Neck T-shirt,HIGHLANDER,Men,699, Black,summer,9.8,Clothing,In Stock,Shirt
10000775,Lady Lyka Women Pack of 2 Beginners Bras TEENAGER-RED-WHT,Lady Lyka,Women,425, Red,fall,7.3,Clothing,Low Stock,Other
10017441,DKNY Unisex Silver Medium Trolley Bag,DKNY,Unisex,12375, Silver,all season,6.4,Accessories,Low Stock,Bag
10016679,Raymond Men Green Printed Polo Collar T-shirt,Raymond,Men,944, Green,summer,6.1,Clothing,Low Stock,Shirt
10012371,Lakme Absolute Matte Melt Liquid Lip Color - 23 Pink Poison 6 ml,Lakme,Women,400, Pink,fall,7.9,Clothing,Low Stock,Other
10012335,Lakme Absolute Mattreal Mousse Concealer - Caramel 04 9 g,Lakme,Women,480,Black,fall,9.4,Clothing,In Stock,Other
10001931,DAVID BECKHAM Men Respect Eau De Toilette 90 ml,DAVID BECKHAM,Men,1740,Black,fall,4.5,Clothing,Out of Stock,Other
10014817,AccessHer Gold-Toned & Yellow Classic Drop Earrings,AccessHer,Women,540, Yellow,fall,9.3,Clothing,In Stock,Other
10002341,MANGO Women Black & Yellow Floral Print Layered Top,MANGO,Women,1596, Red,fall,9,Clothing,In Stock,Other
10004325,Park Avenue Women Maroon Self Design Top,Park Avenue,Women,569, Maroon,fall,6.7,Clothing,Low Stock,Other
1000717,ahilya Maroon Gold-Plated Sterling Silver Hoop Earrings,ahilya,Women,5998, Maroon,fall,5.1,Clothing,Low Stock,Other
10014941,AccessHer Gold-Plated & Black Beaded Mangalsutra,AccessHer,Women,320, Black,fall,7.4,Clothing,Low Stock,Other
10000747,Lady Lyka Women Beige and White Pack of 2 Beginners Bras ATHLETE-SKN-WHT-Multi,Lady Lyka,Women,425, White,fall,7.9,Clothing,Low Stock,Other
10017391,Story@home Blue & Pink Floral 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers,Story@home,Unisex,1199,Blue,fall,9.9,Clothing,In Stock,Other
10015151,Urban Dog Men Charcoal Black Printed Regular Fit Sports Shorts,Urban Dog,Men,399, Black,summer,8.9,Clothing,In Stock,Shorts
